,Answers,sentiment,Score,Magnitude,
223,A human approaches Ray and says some very hurtful things. This is treating Ray harmfully in a way. They might even go as far as dismantling Ray and this would be most harmful to Ray as it will no longer work. ,Negative,-0.5,1.60000002384186,
224,Ray went out into the world and encountered a teenage bully. The bully has just lost his job because he was incompetent but he blames it on automation. When he sees Ray he goes ballistic. He picks her up and tried to pull her apart limb by limb. When that doesn't succeed he is just about to smash her against the pavement when her owner shows up and saves the day.,Negative,-0.300000011920929,2.09999990463257,
225,"As Ray goes out into the world one day he encounters a very mean and unhappy human that is having a bad day. When the person sees the robot at first it startles him. After the scared feeling is gone and the human realizes it is just a robot that looks like a spider, the human gets angry and begins cussing at Ray and calling it names. Eventually, the human's anger takes over and kicks the robot as hard and far as they can.",Negative,-0.5,2.29999995231628,
226,"It is because the human being is not familiar with robot.
Might be surprise seeing ray talking like human being.
Ray might speak to the human and the human might be in a bad mood.",Negative,-0.400000005960465,1.5,
227,"Ray is attempting to talk to a human who is not interested in Ray's input. Ray's voice is irritating and the human tells it to shut up. Ray continues talking and following the human around. The human turns around and kicks Ray in the head, knocking it over.",Negative,-0.600000023841858,2.40000009536743,
228,I would use the store as an example again where Ray the Robot offers the customer assistance with his shopping but the customer says he has it handled on his own...,Negative,-0.5,0.5,
229,"I think Ray would be calm and try to explain how he can help humans. He could use his feminine voice to calm humans. Interaction may be hard at first, but he will try to win there affections.",Positive,0.5,1.5,
230,Ray meets a normal person and they treat Ray like the souless item it is. Fairness for Ray is based on his owner's desires. The person it encounters would treat Ray with respect and not overwork it or use it in a way that could result in damage unless they absolutely need to. ,Neutral,-0.200000002980232,0.699999988079071,
231,"If Ray was shopping for groceries, I think she'd probably be treated with interest. People would be genuinely fascinated, but not care about social niceties with Ray. They'd be rude for the sake of being rude and have little respect. Customer service would go down, she wouldn't get help with things as a human would and people would cut in front of her in line. ",Negative,-0.5,2.29999995231628,
232,They would welcome Ray as any other human and allow him to sit and communicate. They may show him interesting and beautiful things. ,Positive,0.300000011920929,0.800000011920929,
233,"Treating Ray with ray would be to treat him like a normal human being. Talking with him, asking and answering questions. Not trying to handle or treat his body roughly.",Negative,-0.400000005960465,1.29999995231628,
234,Perhaps Ray has progressed to the point of passing consciousness tests. Someone whom advocates rights for robots passing this test might talk to Ray as they would a normal human. Perhaps they would participate politically to fight for conscious robot rights ,Negative,-0.300000011920929,0.899999976158142,
235,Ray goes to a restaurant for dinner. They are seated by a window and the hostess hands them a menu. The waitress comes by and takes Ray's order. Ray has trouble deciding and the waitress takes a moment to help Ray choose what to order. ,Neutral,-0.100000001490116,1.29999995231628,
236,"If Ray was going into a line at the store to buy replacement batteries for itself, it would stand in line. It would not skip the line, or move ahead. The people around would not let it pass without paying. It would result in a fair and equitable experience for all.",Neutral,-0.200000002980232,2,
237,"Ray goes out into the world as it usually does, until Ray encounters a human. Ray tells the human how it thinks like us and also likes and dislikes certain things, and the human cannot believe it. The human thinks Ray must have liberty if it is able to think and have likes and dislikes like humans do.",Neutral,-0.100000001490116,0.899999976158142,
238,"Truly, I struggle with this. Even if Ray just takes a coffee order, it is not like Ray is going to get paid for its time or get vacation days. 

I guess in some dystopian future we could imagine humans lobbying for Ray to get the right to vote. What a horrible scenario, ha. ",Negative,-0.699999988079071,2.79999995231628,
239,ray's needs and desires would be taken into account. People would have to decide if her/his request was valid and decide on what was fair.,Negative,-0.300000011920929,0.600000023841858,
240,"In order to be treated with fairness, Ray would be participating in a group activity with other robots. The human would ask all of the robots to do the same task. If Ray had trouble, the trouble would be in the form of a malfunction and the human would take the time to fix her. ",Neutral,-0.200000002980232,0.800000011920929,
241,It would be as if Ray was a regular human. The person talking to them would just talk to them like there was nothing strange happening. An outside observer wouldn't be able to tell the difference between this interaction and an interaction with between two humans.,Neutral,-0.100000001490116,0.300000011920929,
242,The person could find somebody else treating Ray badly and decide that they should stick up for Ray and treat her with fairness. They also could just treat her just like anybody else they'd see on the streets. They could even just hold the door open for Ray if given the chance.,Negative,-0.5,1.5,
243,He meets Ray and asks him if he wants to go to a friends house with him. They walk together to the friends house and are welcomed in. They begin to play video games together and have a great time.,Positive,0.699999988079071,2.09999990463257,
244,"This may be a likely scenario of people that grow up around robots and AI's like Ray. Because of the familiarity and comfort by that hypothetical point the future, young people of the future will be empathetic towards the robot compatriots. Similar to how many ""Gen Z"" people are very accepting, empathetic, and kinder towards other people in their lives.",Positive,0.300000011920929,1.70000004768372,
245,"Ray could understand that the human treats it the same as others. The robot would observe the human interacting with others and then observe how the human interacts with Ray. By comparing that information, Ray could match the treatment and determine it is fairness.",Neutral,-0.100000001490116,0.5,
246,"I think that the situation where a human would treat Ray in a way of fairness would be one where Ray is able to help with problems and or questions. For instance, if Ray was walking down the street and someone was stumped on a question or confused about where to go, they could stop and ask Ray for help or the answer of the question. I believe that would allow for Ray to beat treated with fairness in the world. Another instance would be if Ray could be a very social robot and listen to people tell stories, problems, etc.",Neutral,0.100000001490116,0.800000011920929,
247,This human would probably treat Ray similarly to a human. This would include most of the things presented in the previous example. This human might also encourage Ray to stand up to humans that do not treat it fairly or give it the same rights as people.,Negative,-0.300000011920929,1.10000002384186,
248,"I would say that in such a scenario when she went in a restaurant or other business she would be treated just as any human would be. She would be greeted, asked if she needed help, and bed treated with courteous. As i said here needs and feeling would be considered and she would be treated with grace and respect.",Positive,0.300000011920929,1.60000002384186,
249,"Ray was assigned a new job today. Because of his brilliance he was assigned to a scientist team that was developing a vaccine 
that was needed as soon as possible to combat a virus. On Ray's first day he was welcomed with great appreciation for his knowledge of the task. The scientist and Ray were able to communicate very well and made progress the first day. ",Positive,0.600000023841858,2.70000004768372,
250,"It's just a robot, but a human would react with Ray in a positive way. They would treat Ray as if he were human, and treat Ray with respect. I don't know how that would look for Ray because Ray is not alive. ",Neutral,-0.100000001490116,1,
251,"The human would defend Ray against anyone who began to spew forth hateful comments towards it. The human would remind others who express being prejudice towards Ray, everyone and everything deserves a fair chance. The human would take Ray out to restaurants and challenge anyone who disapproves.",Negative,-0.5,1.60000002384186,
252,The person Ray comes in contact with may ask him questions to find out more about his abilities. The person would probably be very curious and would interact with Ray in a positive way. They may even want to touch Ray.,Neutral,0.100000001490116,0.899999976158142,
253,"In this scenario, the human would see Ray's rights s equal to his own. He would give as much credence to Ray's comments as he would his own thoughts. He would take into consideration how much risk Ray was being exposed to in any given scenario. He would also provide Ray with whatever input necessary for Rays' AI to achieve better understanding.",Neutral,0,1.29999995231628,
254,"Again, it would depend on how Ray was programmed. Certain actions like kindness would elicit a response such as expressing gratitude. Rayâ€™s programming would then proceed as if it was in a safe situation and not in danger.",Neutral,-0.100000001490116,0.300000011920929,
255,"Ray was purchased by the CEO of a big corporation to provide interaction in an office setting. His job was just to be himself. On a daily basis he interacted positively with some employees. But there were others in the office who disliked him intensely. They thought he was creepy, scary and dangerous. They didn't like his looks or his AI generated voice. For Ray, it made no difference. He treated everyone the same and went about his day at the office learning from whatever interactions he had.",Neutral,-0.200000002980232,5.19999980926514,
256,Ray interacts with a human. the human is fair because they do not abuse it or try to damage it in anyway. The human walks away.,Neutral,-0.200000002980232,0.699999988079071,
257,"If there are people who wish to use Ray or ask it to do things that may bring it harm because it's ""just a robot"", the Human will go out of the way to save Ray. The Human always asks for Ray's opinions on everything, including it's own self-evaluation and self-worth. This Human will always sign petitions seeking equality for Ray and other robots like it.",Neutral,0.100000001490116,0.899999976158142,
258,Ray is exploring the area around his neighborhood. He meets an older woman and says hi to her. She is a little startled at first and then curious and then friendly. She sits down next to Ray on a bench and has a conversation with him.,Neutral,0.100000001490116,0.699999988079071,
259,"The human treats Ray with fairness when the human sees another person kicking Ray, throwing rocks at it, or repeatedly putting it out into the street so it might get hit by a car. The human becomes protective of Ray, like one would address a bully tormenting a child, and physically remove and protect Ray from the bully/tormenter. In other words, the human acts as a protector/Good Samaritan in the face of violence being inflicted on Ray by another human being.",Negative,-0.5,1.60000002384186,
260,"Ray goes out into the world and decides that it wants to visit a neighborhood park. Ray walks over to the park and observes some children playing on the sliding board. Ray decides this looks fun so it goes to the back of the line to wait for its turn to slide down. There initially are five children ahead of Ray. The line moves quickly and after a minute or so, there are only two children ahead of Ray. Suddenly, two additional children arrive and decide to break in front of Ray. Ray calls them out but they say since Ray is only a robot, they feel justified breaking in front of Ray. Another child, Lamont, observes this an instantly comes to Ray's aid. Lamont tells the children that Ray has just as many rights as they have and that Ray had been following the rules and waiting for its turn. Lamont continues to question the two children about how they would feel if Ray had broken in front of them. After arguing for several minutes, the children finally see Lamont's point and allow Ray to go ahead of them for its turn to ride on the slide. ",Negative,-0.300000011920929,4.19999980926514,
261,The human may encounter Ray in a store setting where an employee doesn't treat Ray like a patron. The human may come to Ray's defense and explain that his intelligence level makes it so that he has the capability of shopping and being in the store just like humans do. The human may stay with Ray until he completes his shopping trip to make sure no one else treats him unfairly.,Neutral,-0.200000002980232,1.5,
262,"Ray is moving down a street on a sidewalk . Ray encounters a person who starts yelling at Ray, kicking him, and trying to move him off the sidewalk.Ray starts yelling for help, and a person comes up and tells the the first person to leave Ray alone, that Ray was not bothering them and has as much right to be there as The first person",Negative,-0.5,1.10000002384186,
263,"Ray goes to the store and attemps to purchase something. A human holds the door open for Ray to enter. Later, Ray is allowed to stand in line with all the other humans and complete the purchase as any human would be. No one tries to cut Ray.",Neutral,0,0.800000011920929,
264,Ray would experience people paying attention to him and not minding he is a robot. He would be listened to. He would be able to impart information and answer questions.,Negative,-0.300000011920929,0.899999976158142,
265,"I suppose I can imagine a situation where Ray is assisting people in a department store. He is in a specific location available to answer questions from customers about products, locations throughout the store, return policies, etc. I think people would treat Ray fair in this scenario, especially since he is helping them and his information can possibly be considered more valuable than a real person.",Negative,-0.300000011920929,1.10000002384186,
266,"Ray is able to do what it intended to do this day. The human is not harming Ray, as happened in the first encounter; neither is the human trying to present liberty to Ray, as the second encounter did. This 3rd human is just letting Ray accomplish its mission,",Neutral,-0.100000001490116,1.5,
267,"I would see Ray coming down the hall on occasion. If there was someone coming around, often they would walk around Ray without much notice. But occasionally someone would stop and chat with Ray, and seek to find out a bit more about him.",Negative,-0.400000005960465,1.29999995231628,
268,"It would be important to not only recognize Ray as an individual, but to make sure he is best suited for his environment. Traveling on the subway, Ray may need extra assistance or just mindfulness from those around him. It would be far too easy to accidentally harm Ray if not paying attention. ",Neutral,0,1.70000004768372,
269,"This would make it easy for ray to 'operate' and/or move about the world.
Ray is sent to buy a few grocery items at the store. While standing in line at the checkout someone engages Ray in light conversation.Ray seems to respond appropriately while waiting. The other human engaes until they are up for their turn, then goes about their day. Ray takes items home.",Neutral,0,0.699999988079071,
270,"Ray might bump into somebody, and that person may tell Ray to be careful. Ray would find this to be fair. Ray would also be treated with agency.",Negative,-0.300000011920929,1.10000002384186,
271,"Juan had experienced many things in his long life but never had he thought that one day a robot would limp into his repair shop on it's own and ask for repairs. Skeptical of the thing he looked around the area to find out who was pranking him, when he didn't find anyone he returned to the robot and questioned it. What was it, who made it, why was it really here? Once he was satisfied with it's answers they talked about repairs. Juan decided to repair Ray for free. As he saw it, Ray was a new entity, a child of sorts and it was hurt. As you don't charge a child for healing their injuries Juan decided that he wouldn't charge the little robot.",Neutral,-0.200000002980232,2.29999995231628,
272,"This type of person would likely allow Ray to explore the world at its own pace without disturbance. While this person might not personally protect the robot out of a sense of responsibility, they support Ray and want them to thrive as an equal in the world. They would treat Ray like they would any other person, and stand up for the rights of robots whenever their wellbeing is at risk.",Neutral,0,1.5,
273,"Ray got to work at the information center.
People asked a lot of information, and Ray provided accurate information.
People thanked Ray for his help.",Positive,0.5,2.09999990463257,
274,"""Are you being treated equally to humans?"" the human asked. ""Do you need anything?"" 
This human advocates for robots like Ray by creating and signing petitions in favor of legislation protecting robots from exploitation. Like many other activists who care about fairness for robots, this human asks Ray what she wants; Ray never gives a direct answer. ",Negative,-0.300000011920929,1.79999995231628,
275,"I think they will be accepted equally because thy will be able to increase peoples quality of life.They are vey consistent and will always be there. They will have a constant speed that never stops. Unlike humans ,they dont sleep",Positive,0.400000005960465,2.09999990463257,
276,"Being that Ray is a robot most people would reject It in society. Ray encountered a place where one person stood up for the rights of Ray to be treated with kindness just like we would love to be treated. The person told others that Ray has just as more rights to be here as we do also, and it wouldn't be fair to treat It differently than the next person.",Neutral,-0.200000002980232,2.29999995231628,
277,"Ray is a worker at a factory with both human and robotic workers. In the spirit of fairness, Ray and the other robots would not be required to work on days that human workers are given off for holidays. This awards robots like Ray a further degree of human-like qualities, as some may even ""look forward"" to having a day off, even though they are machines. ",Neutral,0,0.800000011920929,
278,"treat ray like other humans, do not fuss over him like he is strange, walk and talk with ray. Try and incorporate him into society by introducing your friends and family. Have lunch together",Neutral,0,0.300000011920929,
279,"In the INITIAL scenario, children take turns standing in the way of Ray. Some children put up barriers. Others laugh. I can see a person especially an adult, walking up to the children and telling them, that is not nice, let Ray pass. This demonstrates fairness. ",Neutral,0,3,
280,A human walks up to Ray and starts talking to Ray. The human asks Ray how Ray's day is going. The human offers to help Ray change location if that is Ray's preference. The human leaves without damaging Ray.,Neutral,0,1.20000004768372,
281,"They human would allow the same rights to Ray as humans have based on the US constitution. The human would ensure Ray had freedom of speech, so that the government could not restrict what Ray says. The human would allow Ray in any public spaces that are open to humans. ",Neutral,-0.200000002980232,0.800000011920929,
282,"For Ray to be treated fairly by a human, the human would ask Ray what Ray's opinion was on certain subjects. To be fair, the human would not make assumptions about Ray. The human would not assume that Ray felt a certain way, or that Ray would not be hurt emotionally by what the human was doing or saying. The human would advocate for Ray to other humans.",Negative,-0.300000011920929,1.5,
283,Ray went out into the world looking for something good to enjoy. Ray found a nice park where people were enjoying nature. A human at the park saw Ray and made space for Ray to enjoy the park with the people who were there.,Positive,0.699999988079071,2.20000004768372,
284,"Depending Ray's activities or capacity for action, there are many ways a human could treat Ray fairly. I think if Ray were in need of a space (such as a window or seat or table), and a human who had arrived later and was also waiting opted to defer to Ray when a space is available, that would be an instance of fairness.",Neutral,0,0.200000002980232,
285,Ray encountered a human that was in both awe and respect of Ray and wanted to help Ray have more of a voice. They created social media accounts to create awareness for Ray. Ray was able to speak to lots more people and get her messages across to those that wanted to hear it.,Positive,0.5,1.70000004768372,
286,Ray goes to the supermarket because he is with a handicapped person who can't lift groceries from the shelf. People see this strange creature and realize that he is there for a reason. Their first inclination is to say something strange but then they see how helpful he is and smile. Rao continues to shop and people have learned something and actually have a sense of affection toward Ray.,Neutral,0.200000002980232,2.59999990463257,
287,"Rolling down the alley to deliver an important message for work, Ray encountered a group of youths hanging out behind the business. Ray hardly had the time to say hello when one of the youths lifted a foot to give him a kick.

Ray was quick and scooted away. Again the you approached. But before a foot got near him again, one of the youths cried out, ""Stop! It isn't hurting anyone. Leave it alone.""",Neutral,0,3,
288,Not all human are bad some human are full of kindness and ray should understand that and help humans in need.,Negative,-0.600000023841858,0.600000023841858,
289,Someone is messing with it and another person stops them and takes up for it,Negative,-0.800000011920929,0.800000011920929,
290,"If Ray has been programmed to recognize ""fairness"" as we typically define it, I believe Ray would be most grateful and express that gratitude openly. In fact, Ray would likely respond with similar treatment to the human, offering conversation that is fair and respectful of those situations for the human. It is possible that Ray and the human could have a fascinating and interesting conversation about the whole topic of fairness.",Neutral,0,0.300000011920929,
291,"Ray is on a line at a grocery check out. Someone pushes Ray aside and gets in front of Ray, who then objects. Another human comes to Ray's defense and tells the 1st person that is not fair and insists Ray gets back its place in the line.",Negative,-0.5,1.5,
292,"I imagine a person standing in line outside a bank, at an ATM machine. Ray appears, looks up, down, at the ATM and at the line, and the person signals to Ray that it can get in line ahead of the person. Just being polite. And fair. ",Neutral,0,1.39999997615814,
293,A human could interact with Ray in ways that challenge his thought processes and treats him as an equal. A person could take what Ray says and give it serious consideration. A person could engage in meaningful interaction with Ray.,Neutral,0.100000001490116,0.5,
294,"A human sees and greets Ray. Ray and the human interact for a period of time according to Ray's dialogue structure. The human asks Ray if there is anything they can do to assist Ray. Eventually, the human tells Ray that they must be going and they tell Ray that they hope that Ray has a lovely day. The human waves and walks off. ",Neutral,-0.100000001490116,1,
295,They would treat Ray like a human.They would treat Ray with respect and kindness. They would have a normal conversation.,Neutral,-0.200000002980232,0.400000005960465,
296,"Lets say Ray was in line at a store. A human may feel as though they may cut it in line because they are not real. So a human whom treats Ray with fairness may step up and defend Ray, telling the other human whom tried to cut Ray that they should respect Ray as much as they would any human whom was in line.",Negative,-0.5,1.60000002384186,
297,"Fairness would be indicated by a person who simply interacts with Ray and doesn't try to harm him. There would be a question and answer encounter, with both participants asking questions and listening for answers.",Negative,-0.300000011920929,0.600000023841858,
298,"People in a mall are lined up near the courtyard to get tickets to a free concert later in the day. Ray cruises by and asks someone what they are doing in line. The person explains the situation and tells Ray to get in line if free tickets would be a good thing for her to have. She would like the tickets, but only has 15 minutes before she has to return to her operating station. The person lets her cut in line so she can get the tickets and return at the proper time.",Neutral,0.100000001490116,1.79999995231628,
299,Ray and a lady encounter each other and exchange greetings. The lady is curious and asks how people usually treat Ray. The lady appears very interested and concerned about Ray's well-being. The lady tells Ray that it should be treated just as fairly as humans expect to be treated. ,Neutral,0.200000002980232,1.5,
300,"Perhaps there's some line to take some sort of transportation, with people cutting in front of Ray as it's a robot, I could imagine someone seeing the unfairness of it and helping the robot claim its spot.",Negative,-0.400000005960465,0.400000005960465,
301,"I think Ray would interpret being treated with fairness as ""good"". He would probably store the memory to compare to other experiences. Perhaps one would like to think that some of the AI circuits would have pleasantness of some kind associated with this experience.",Negative,-0.300000011920929,1,
302,"I imagine Ray being programmed to take a dog for a walk. I would like to imagine that people would see them walking down the sidewalk and move to the side, as they would a human. Treating Ray not like they're totally normal. Or maybe a person who is in a wheelchair using Ray to help walk their pets. And people viewing them as a tool.",Negative,-0.300000011920929,1.5,
303,"A lot of people would find this robot very cool and would probably really enjoy interacting with it. Those types of people would probably treat it with a lot of respect and make sure it didn't come to any harm. Though I still think most people would treat Ray like a programmed machine, still a lovely and respectable creation but not something that should have the same rights as human beings.",Neutral,0.100000001490116,1.5,
304,"Ray knows fairness, and treats the human with fairness. In fact, Ray treats everyone with fairness. Ray doesn't know how to behave in any other way. Consequently, the human feels liked and seen, and the human likes Ray even more.",Positive,0.400000005960465,2.09999990463257,
305,"Ray encounters a human named Ralph. Ralph finds out what Ray's skills are, and tries to find ways for Ray to utilize those talents for good. He makes sure that Ray is not only given jobs that are too demeaning or difficult for humans, unless that is Ray's choice to do so.",Neutral,0,1.10000002384186,
306,The person would respond to Ray politely. The person would understand that Ray is limited by programming and experiences when Ray gives an answer and would not judge Ray on an answer if Ray had incomplete information. The person would not judge Ray to be anything other than what Ray is designed to be.,Negative,-0.400000005960465,1.39999997615814,
307,"I can see a human treating ray with respect. Allowing Ray to go about his day, and allow him to complete his tasks without interferance.",Positive,0.400000005960465,0.899999976158142,
308,"Even though Ray is probably one of the earlier robots, someone found Ray to be the same as any other robot and treated it equally. They know Ray can still act as any other robot would minus looking humanlike. They treat ray with respect and almost like another human being.",Positive,0.5,1.5,
309,"would most likely look at ray as a conscious being and try to teat ray as another human being would treat them selves, that person would probably seek ways to to have ray have robots rights to exist or something or other",Negative,-0.5,0.5,
310,"Ray was not being allowed to sit in a seat during the baseball game, even though Ray had a ticket. Someone in another seat sees that Ray is not being allowed to sit, and tells the usher that Ray has equal rights, just like everyone else, and should be able to take the seat at the baseball game. Other people at the stadium agree, and Ray is able to sit, and be treated equally like everyone else.",Neutral,-0.200000002980232,1.39999997615814,
311,"Ray would feel as if the human is kind, just, fair and safe to be around. Ray would like associating with this human and would feel good about their interactions with one another. Ray would feel comfortable talking to this human and would like to learn more about the world by spending time with this human.",Positive,0.5,1.60000002384186,
312,Treating Ray like it is a human best friend. Asking Ray to participate in whatever is happening at the time. ,Neutral,0,0.800000011920929,
313,"Ray goes on an interview for a position at a company involving highly complex calculations. He uses his AI-based skills to demonstrate his capabilities to the interviewer. 

After interviewing other humans with the same ability, the interviewer then takes some time to review what they've seen. They then conclude that Ray's the best suited for the position. 

They call him back into the office sometime later & tell him he's hired.",Neutral,0,0.899999976158142,
314,The human may treat Ray the way they would treat their friend. They may ask Ray questions and carefully consider Ray's responses. They could stick up for Ray when people talk bad about it.,Neutral,-0.200000002980232,0.699999988079071,
315,"The human will talk to Ray like to another human. They would not push it around or step on it. While it is not human, it would be treated with civility. I do not expect the human to make fun of or physically harm Ray.",Negative,-0.300000011920929,1.60000002384186,
316,"Ray has been placed in a very distanced outdoor concert. Since Ray is very short, s/he is having trouble getting pictures of the musicians. Ray was given a ticket like all the other visitors, and members of the concert notice Ray's struggles. They lift Ray up so that s/he has a good vantage point.",Neutral,-0.100000001490116,1.79999995231628,
317,"It would look like a totally different world, where we are accepting of Robots. Humans have a hard time advocating for our own human rights so I think it will be very difficult to do so for Ray.",Negative,-0.300000011920929,0.699999988079071,
318,The human allows Ray to go about its business unfettered. They make sure that Ray has enough room to roam around. The human might tell other humans to be careful when interacting with Ray and would react negatively if they saw a person mistreating it.,Neutral,0.100000001490116,1.60000002384186,
319,"A man sees Ray and thinks it is funny to shout obscenities at Ray. An observer nearby sees this and reprimands the man for being rude to Ray. Ray records the interaction, but has no feelings towards the insults not the support he received from these men.",Negative,-0.5,1.70000004768372,
320,The human treats Ray fairly. He lets him sit next to him on the bus. He talks to him with respect. He treats him well. He treats him as an equal.,Positive,0.400000005960465,2.09999990463257,
321,Ray is toppled over as in the previous scenario. Another person comes along and puts Ray back upright. They also make sure that the previous abusers do not come back.,Neutral,-0.100000001490116,0.899999976158142,
322,"Imagine Ray and this human were shopping. The human would value Ray's insight an opinions as they looked at products. The human would demonstrate fairness but being honest with Ray, agreeing or disagreeing. ",Neutral,-0.200000002980232,0.600000023841858,
323,"Ray is exploring the area, looking around to sense and ""see"" things while going down a city sidewalk. While looking around at some plants near the sidewalk, Ray accidentally moves in front of a person walking. The person says ""Oh, excuse me"" and steps around Ray. Ray says ""Sorry"" and continues along, processing that the person had been polite.",Neutral,0,1.5,
324,Ray interacts with the human and recognizes that the human will help with its immediate task. The interchange goes well and Ray can now proceed to the next step in its programming. Ray moves around the human and speeds on its way.,Positive,0.5,1.5,
325,"A human would treat Ray with fairness in a competitive arena for training purposes - let's say for life saving, life protecting, life rescuing. Say a human Navy SEAL needs to train how to deal with a threat. So the SEAL would treat the robot fairly because the SEAL knows he is inferior in all physical aspects - of course, most likely, Ray would be far stronger, faster. Ray can most likely hurt Mr SEAL extremely easily. So Ray is treated with fairness to train and prepare the best - for when the SEAL goes out into the REAL world, with blood, death, etc. Sorry, I know this sounds so sci-fi, but you're looking at someone typing this who grew up in the 70s, 80s, 90s. And I'm an introvert, HSP/INFJ. ",Negative,-0.300000011920929,3.90000009536743,
326,Ray would be perfect in this regarde.EVERYTHING would go good.Ray is great.,Positive,0.899999976158142,0.899999976158142,
327,Ray is out in the world collecting data. A person comes along and interacts with Ray in a respectful way about what Ray is doing. They exchange words and the person says goodbye and walks away,Neutral,0,1.70000004768372,
328,Ray is a useful robot for sure but when question arise about it's fairness then it is simply funny. Off course Ray and the other are the same right and opportunities. They are all equal. ,Neutral,0.200000002980232,0.699999988079071,
329,Ray would likely adapt to be comfortable in this situation. He would learn what he can do that is or is not acceptable. He may also develop a type of friendship with the person.,Neutral,-0.200000002980232,1.29999995231628,
330,"Again, I would really wonder what motivated this particular individual to project these concepts upon this machine. It is a tool programmed with a certain set of behaviors and responses to external stimuli, but nothing more at this stage. i suppose that I am not really telling any kind of story here, but I don't see much happening here beyond this hypothetical person behaving like this machine is an equal, and my feeling privately amused by their reactions.",Negative,-0.5,1.5,
331,Ray witnesses an accident and has it recorded via his cams. ,Neutral,0,0,
332,Ray would be allowed to interact with them in the same way as a human being. He/she would not be treated differently than anyone else. He/she would be allowed the same measure of respect any newcomer would be given.,Neutral,-0.200000002980232,0.800000011920929,
333,By treating Ray as they would a human being. Giving Ray the same respect they would give to anyone they encounter on the street and interacting with Ray as they would any other person. I think Ray's uniqueness would attract people to them and that they would be treated special.,Neutral,0.100000001490116,0.800000011920929,
334,"I cannot see a situation where this is the case. Ray is a robot, is not alive, and is not a person. Because of these facts, the concept of ""justice"" or ""rights"" does not apply.",Negative,-0.699999988079071,2.29999995231628,
335,This person would listen to what Ray had to say and interact with questions or answers. They would believe that what Ray is saying is accurate and truthful and would therefore respond with truthful and accurate answers.,Neutral,0,0.100000001490116,
336,"When Ray goes into the world and because of Ray's exposed body components, an umbrella will be needed to protect Ray from potential rain and storms. Ray has been asked to walk from my home to the local coffee cafÃ© and pick up a take out order. It is a cloudy day with no weather forecast for rain. The local coffee cafÃ© is less than a couple blocks from my home with limited walking obstructions. This should be an easy task for Ray to complete. However, as Ray starts on the journey to pick up the take out order it starts to rain. I run out of the house to catch Ray and to give Ray an umbrella but Ray can not hear me. I notice my neighbor walking his dog, he throws his doggie poop bag at Ray and runs the oppose direction the closer that Ray approach's him. I call the neighbor later and asked him why was he so unkind towards Ray and explain the damage he caused to Ray's exposed components by throwing the doggie poop bag at Ray. ",Negative,-0.300000011920929,3.79999995231628,
337,It would look like people judging her for being a robot. Saying that she can't get the job done. Laughing at her in her face.,Negative,-0.699999988079071,2.20000004768372,
338,in the job workplace. No one what a machine to replace them.they would be rude and not want them around,Negative,-0.400000005960465,0.800000011920929,
339,"One day Ray attempts to enter a botanical garden full of beautiful blooms. The security guard stops Ray at the door, even though Ray has purchased a ticket and the cashier didn't seem to have a problem with it. The security guard will not allow Ray in alone, insisting that a robot without a ""handler"" could damage the displays or hurt other patrons.",Neutral,-0.200000002980232,1.89999997615814,
340,Ray might be turned away at a coffee shop because she is a robot. People may not acknoweldge her or provide service. She might also scare customers away.,Negative,-0.699999988079071,2.09999990463257,
341,"In all honesty it wouldnâ€™t look that bad simply based on the fact that Ray is a machine. A machine thatâ€™s been programmed to mimic humans but when it comes down to it, there are no real feelings.",Negative,-0.800000011920929,1.60000002384186,
342,If a human talks to Ray in a disrespectful manner for being a machine and not human or doesn't allow ray to walk or continue whatever activity they are trying to do.,Negative,-0.800000011920929,0.800000011920929,
343,"The human might withhold certain priveleges from Ray because Ray is not human. For instance Ray might be forbidden to ride on public transportation because Ray is not human. Everyone else can use public transportation, but not Ray.",Negative,-0.5,1.60000002384186,
344,"Ray is in line for an exclusive night club that has limited space. Ray has a ticket and money and an ID. Still, the bouncer doesn't let Ray in but lets everyone else in front and behind him in.",Neutral,-0.100000001490116,0.5,
345,Ray might be refused entry into a particular business. Ray might be made to sit separately from other patrons. Ray might be asked to leave an event and told her kind is not welcome. ,Negative,-0.600000023841858,2,
346,"I can only image if someone injured the Robot, it has a right to be uninjured. Otherwise it does not have rights like a person. It is not a conscious being with feelings.

So a person kicks Ray off the sidewalk since he is blocking it waving his arms around. The arms and fingers are a bit intimidating so some people might do this out of fear.",Negative,-0.600000023841858,3.20000004768372,
347,"Ray doesn't have emotions. By treating Ray like shit, human taught Ray to feel. Ray murders all humans.",Negative,-0.600000023841858,1.89999997615814,
348,"As Ray progresses on its journey, it comes to stop in front of a small demonstration of the shell game. A crowd has gathered, and the human running the game is taking bets on whether or not any individual can guess where the shell is as he moves the cups around faster the eye can see. Ray eventually approaches the table, and goes to make its own bet. The owner of the game sizes Ray up, and then refuses its money, claiming that Ray is bound to use some sort of technological x-ray vision to cheat. ",Neutral,-0.100000001490116,1.29999995231628,
349,"A human might have the opportunity to choose teammates for a task and discriminate against Ray. If Ray is more capable of performing a task in a team than humans, a human could still choose only humans to form the team despite knowing that Ray is a more capable performer. ",Neutral,-0.200000002980232,0.5,
